change_plants|Pflanzen ändern
building_prevented_would_block_world|Du kannst das nicht dort platzieren, da die Welt sonst unzugänglich wird!
|
explain_increase_happiness|Glück steigern erklären
explain_increase_happiness_short|Tipps zum Verbessern des Glücks
explainer_home_happiness_enough|Um das Glück in deinem Zuhause zu verbessern, solltest du dafür sorgen, dass jeder ein Zuhause hat. Du kannst auch versuchen, hochwertigere Häuser zu bauen oder sie aufzurüsten.
explainer_home_happiness|Das Wohnglück wird durch die Qualität der Häuser bestimmt, in denen die Menschen leben. Um diese zu verbessern, kannst du höherwertige Häuser bauen und sie aufwerten.
explainer_home_happiness_basic|Einfache Häuser können nicht aufgewertet werden. Stattdessen kannst du sie alle im Zentrum für Wohnforschung umwandeln.
explainer_sense_of_purpose|Um das Lebensgefühl der Menschen zu verbessern, solltest du genug Arbeit und Schulen für alle bauen und dafür sorgen, dass jede Schule einen Lehrer hat.
explainer_entertainment_happiness|Um das Vergnügungsglück zu verbessern, baue genügend Vergnügungsgebäude jeder Art und sorge dafür, dass Vergnügungsgebäude mit Arbeitsplätzen Arbeiter haben.
explainer_education_happiness|Um das Bildungsglück zu verbessern, baue genügend Schulen für deine Kinder und sorge dafür, dass jede Schule eine Lehrkraft hat.
explainer_medical_happiness|Um das medizinische Glück zu verbessern, baue mehr Krankenhäuser und sorge dafür, dass ihre Stellen besetzt sind, oder verbessere deine Krankenhäuser.
explainer_medical_happiness_2|Um das medizinische Glück zu verbessern, verbessere deine Krankenhäuser, um ihre Qualität zu erhöhen.
explainer_food_happiness|Im Moment hast du nicht genug Lebensmittel! Das macht deine Bürger sehr unglücklich. Sorge dafür, dass deine Stadt genügend Bauernhöfe hat und dass jeder Hof genügend Arbeiter hat.
explainer_food_happiness_2|Du kannst deinen Farmen im Fenster Arbeiter zuweisen mehr Arbeiter zuweisen!
explainer_policy_unhappiness|Im Moment ist die Zufriedenheit deiner Bürger/innen aufgrund der verpflichtenden Überstundenregelung deines Rathauses reduziert. Hebe diese Politik auf, um die Zufriedenheit langsam wieder zu erhöhen.
explainer_no_happiness_explainer|Im Moment haben wir noch keine Tipps, wie du die Zufriedenheit deiner Bürger verbessern kannst. Schau bitte später wieder vorbei!
explainer_happiness_multiple_grous|Warnung: Einige Bürgerinnen und Bürger könnten auf einer unerreichbaren Welt oder einer schwebenden Plattform festsitzen. Das bedeutet, dass sie keinen Zugang zu all deinen Gebäuden haben, was ihr Glück verringern kann.
entertainment_information_no_citizens|Warnung: Im Moment können einige Bürgerinnen und Bürger nicht auf alle deine Unterhaltungsangebote zugreifen. Sorge dafür, dass die Bürger nicht auf einer unerreichbaren Welt oder einer schwimmenden Plattform festsitzen.
|
buildinginfo.json/BlossomDome.name|Kuppelblütenrestaurant
buildinginfo.json/BlossomDome.description|Die blumige Krone auf deinen Blütengebäuden!
buildinginfo.json/BlossomDome.showUnlockHint|Baue 25 Blütenrestaurants oder Blütenhütten, um sie freizuschalten!
build_secret_society_library|Geheime Bibliothek bauen
build_secret_society_library_description|Verwandle diese Bibliothek in eine Geheimbibliothek. Sie wird nur von der Geheimgesellschaft des Schlüssels genutzt. Sie wird die Ressourcenproduktion der Maschine mit der Zeit steigern.
buildinginfo.json/LibraryOfTheKey.name|Geheime Bibliothek
secret_library_title|Die geheime Bibliothek
secret_library_description|Die Geheimgesellschaft des Schlüssels ist dir immer noch dankbar, dass du die Maschine gebaut hast. Sie würden ihr Wissen gerne weiter verbessern. Sie denken, dass es dir eine Ehre wäre, für sie eine Bibliothek zu einer Geheimbibliothek auszubauen.
secret_library_finish_description|Der Schlüssel ist erfreut, dass du ihre Bibliothek gebaut hast. Die Leistung der Maschine wird sich mit der Zeit langsam erhöhen.
secret_library_quickDescription|Baue eine Bibliothek zu einer Geheimen Bibliothek aus.
hacker_school_title|Hacker-Schule
machine_resource_output_mult|The Machine boost: [0]%
pub_claimed_secret_society|Diese Kneipe wurde von der Geheimgesellschaft des Schlüssels in Besitz genommen.
hacker_school_description|Die Hacker des Riegels würden gerne mehr Hacker ausbilden. Baue eine Hackerschule, wenn du das möglich machen willst.
hacker_school_finish_description|Die Hacker des Riegels sind glücklich mit ihrer neuen Schule! Nachdem einige Bürgerinnen und Bürger von ihr ausgebildet wurden, wirst du vielleicht feststellen, dass in deiner Stadt einige neue kleine Erfindungen auftauchen.
hacker_school_quickDescription|Baue eine Hacker-Schule.
buildinginfo.json/HackerSchool.name|Hacker-Schule
buildinginfo.json/HackerSchool.description|Diese Schule bietet eine hervorragende Ausbildung. Die Absolventen werden gelegentlich kleine Erfindungen machen.
hacker|Hacker
hacker_school_invention|Hacker-Erfindung
invention_no_longer_exists|Diese Erfindung ist kaputt gegangen.
mining_robot|Bergbau-Roboter
stone_mined_amount|[0] Stein abgebaut
durability|Ausdauer: [0] mehr Stunden
mech_dancer|Mechanische Tänzerin
mech_animal|Mechanisches Tier
inventions_currently_in_city|[0] Hacker-Erfindungen in dieser Stadt
graduates|[0] Absolventen
woodcutting_robot|Holzfäller-Roboter
wood_cut_amount|[0] Holz gesammelt
policiesInfo.json/HippieLifestyle.name|Eins mit der Natur
policiesInfo.json/HippieLifestyle.description|Deine Bürgerinnen und Bürger brauchen keinen Job oder eine Schule, um glücklich zu sein. Stattdessen ist die Unterhaltung in der Natur viel wichtiger für sie, und sie brauchen dafür die dreifache Kapazität wie sonst.
one_with_nature_happiness|Eins mit der Natur - Glück
explainer_happiness_key|Um die Herrlichkeit des Schlüssels zu verbessern, baue mehr Villen, Penthäuser, Skulpturengärten und Luxusrestaurants.
explainer_one_with_nature_happiness|Um das Glück von One With Nature zu verbessern, baue eine große Anzahl von Natur-Unterhaltungsgebäuden.
|
hippie_mission_rocket|Reise der Blumenhippies
hippie_mission_rocket_explain|Die Blumenhippies möchten auf eine Reise gehen, um seltene außerirdische Blumen zu finden.
hippierocketmission_sidequest_title|Seltene Blumen sammeln
hippierocketmission_sidequest_description|Die Blumenhippies haben schon lange Geschichten über seltene außerirdische Blumen gehört, die sie gerne in deiner Stadt haben würden. Sie möchten die Rakete benutzen, um sie zu finden.
hippierocketmission_sidequest_quickDescription|Schicke eine Rakete auf die Reise der Blumenhippies.
hippierareplants_sidequest_title|Seltene Blumen pflanzen
hippierareplants_sidequest_description|Die Blumenhippies haben ihre Reise beendet und erfolgreich die außerirdischen Blumen gefunden, die sie gesucht haben! Sie würden sich freuen, wenn du sie für sie in einem Andersweltlichen Zoo pflanzen würdest.
hippierareplants_sidequest_finish_description|Die Blumenhippies möchten sich dafür bedanken, dass du ihre Blumen gepflanzt hast. Als Belohnung können sie deinen Bürgern im Rathaus beibringen, eins mit der Natur zu sein.
hippierareplants_sidequest_quickDescription|Baue einen Andersweltlichen Zoo zu einem Außerirdischen Blumenzoo aus.
buildinginfo.json/RarePlantsPark.name|Außerirdischer Blumenzoo
build_RarePlantsPark|Lass die Blumenhippies hier ihre seltenen außerirdischen Blumen pflanzen.

encourage_creativity|Ermutige Erfindergeist
find_invention|Finde Jede Erfindung
knowledge_gathering_robot|Wissenssammelnder Roboter
game_load_save_error|Entschuldigung, beim Laden dieser Speicherdatei ist ein Fehler aufgetreten!
|
pick_color|Farbwähler
tap_in_city_to_pick_color|[Tap] in deiner Stadt, um eine Farbe auszuwählen
all_time_total_production|Gesamtproduktion aller Zeiten:
screenshot_size_limit|Leider ist deine Stadt zu groß, um vollständig auf einem Screenshot zu passen. Ein Teil davon wurde möglicherweise abgeschnitten.
tip_full_city_screenshot|Erstelle und teile ganz einfach einen Screenshot deiner gesamten Stadt.
|
buildinginfo.json/PondPod.name|Teich-Pod
buildinginfo.json/PondPod.description|Ein Haus über einem flachen Teich.
buildinginfo.json/HauntedHovel.name|Spukhütte
|
stories.json/hippiecommune.name|Hippie-Kommune
stories.json/hippiecommune.description|Die Blumenhippies möchten eine Kommune voller Frieden und Liebe aufbauen, könnten aber deine Hilfe bei der Verwaltung gebrauchen.
hippie_forbidden|Die Hippies würden das blöd finden.
hippie_forest_nocut|Die Hippies mögen es nicht, Wälder abzuholzen.
hippie_forest_move|[Tap] auf einen freien Platz auf einer Welt, um diesen Wald zu bewegen.
hippie_forest_nocut_exception|Da es viele Wälder in dieser Stadt gibt, kannst du die Hippies bestechen, um diesen Wald auszureißen.
hippie_forest_nocut_exception_button|Reiße diesen Wald für 1000 Nahrung aus.
hippie_try_disable_onewithnature|Hippies sind immer eins mit der Natur.
hippiecommune.json/Start.text|[faction=hippies]Wir sind die Blumenhippies und wollen eine Kommune auf diesen wunderschönen Welten errichten. Wir würden uns freuen, wenn du uns hilfst, die Kommune gut zu betreiben und alle glücklich zu machen.\n\nWir möchten hier die schönen Wälder nicht abholzen, also lasst uns stattdessen eine Baumplantage bauen, um Holz zu gewinnen. Lasst uns auch eine Ökofarm und eine Steinmine bauen.
hippiecommune.json/Start.quickText|Baue eine Baumplantage, eine Ökofarm und eine Steinmine.
hippiecommune.json/EcoFarmUpgrade.text|[faction=hippies]Es wird eine Weile dauern, bis das erste Holz in der Baumplantage produziert wird. Für den Moment können wir die Bäume in Ökofarmen beschneiden, um eine kleine Menge Holz zu produzieren. Lass uns das in einer Ökofarm erforschen.
hippiecommune.json/EcoFarmUpgrade.quickText|Erforsche „Produziere Nahrung und etwas Holz“ in einer Ökofarm.
hippiecommune.json/Pioneers.text|[faction=hippies]Schlaue Pioniere könnten dieser Kommune zum Erblühen verhelfen. Lass uns eine Pionierhütte bauen.
hippiecommune.json/Pioneers.quickText|Baue eine Pionierhütte.
hippiecommune.json/Houses.text|[faction=hippies][c]Danke, dass du bereits genug Häuser für alle Kommune-Mitglieder gebaut hast.[/][n]Was ist eine gute Kommune ohne genug Platz zum Leben? Lass uns genug Häuser für alle bauen.[/]
hippiecommune.json/Houses.quickText|Baue genug Häuser für alle Bürger.
hippiecommune.json/HippieSchool.text|[faction=hippies]Wir würden unsere Kinder gerne stilvoll erziehen. Eine Blumenschule wäre der perfekte Ort dafür, also lass uns eine bauen.
hippiecommune.json/HippieSchool.quickText|Baue eine Blumenschule.
hippiecommune.json/GrowTheCity.text|[faction=hippies]Da wir eine wundervolle Kommune aufbauen, werden sicher immer mehr Leute aus anderen Städten ankommen. Du kannst auch mehr Bürger einladen.[n] Lasst uns die Kommune auf 100 Einwohner anwachsen lassen.[/]
hippiecommune.json/GrowTheCity.quickText|Erreiche mindestens 100 Bürger.
hippiecommune.json/Volunteers.text|[faction=hippies]Nicht jeder ist glücklich damit, jeden Tag denselben Job zu machen. Stattdessen lasst uns drei Freiwilligenzentren bauen, damit diese Menschen die Freiheit haben, die sie verdienen.
hippiecommune.json/Volunteers.quickText|Baue drei Freiwilligenzentren.
hippiecommune.json/LabsNextToEcoFarms.text|[faction=hippies]Ökofarmen produzieren recht langsam Nahrung, es sei denn, sie sind von aufgerüsteten Laboren umgeben.[c]Zum Glück hast du schon welche gebaut![/][n] Lass uns drei Labore neben Ökofarmen bauen und Genetische Pflanzenzüchtung darin erforschen.[/]
hippiecommune.json/LabsNextToEcoFarms.quickText|Baue drei Labore neben Ökofarmen und erforsche Genetische Pflanzenzüchtung in ihnen.
hippiecommune.json/RefinedMetals.text|[faction=hippies]Die Kommune entwickelt sich gut![c] Es gibt sogar schon eine Fabrik für veredelte Metalle.[/][n] Lass uns eine Fabrik für veredelte Metalle bauen, um die Entwicklung weiter voranzutreiben.[/]
hippiecommune.json/RefinedMetals.quickText|Baue eine Fabrik für veredelte Metalle.
hippiecommune.json/OneWithNature.text|[faction=hippies]Wir lieben die Natur, und deshalb muss es viel davon in der Kommune geben.[c] Zum Glück gibt es das schon![/][n] Lass uns die Zufriedenheit „Eins mit der Natur“ auf 100 bringen, indem wir dreimal so viele Naturunterhaltungsgebäude wie normal bauen.[/]
hippiecommune.json/OneWithNature.quickText|Erreiche 100 Zufriedenheit bei „Eins mit der Natur“, indem du dreimal die normale Kapazität an Naturunterhaltungsgebäuden baust.
hippiecommune.json/BuildCommunityHouses.text|[faction=hippies]Wir entwerfen ein spezielles Haus, das perfekt für diese Kommune ist. Lass uns das Gemeinschaftshaus erforschen und sieben davon bauen.
hippiecommune.json/BuildCommunityHouses.quickText|Baue sieben Gemeinschaftshäuser.
hippiecommune.json/BuildBlossomRestaurants.text|[faction=hippies]Diese Stadt könnte noch mehr Blüten vertragen. Lass uns ein Blütenrestaurant bauen.
hippiecommune.json/BuildBlossomRestaurants.quickText|Baue ein Blütenrestaurant.
hippiecommune.json/ChooseYourFaction.text|Wähle sorgfältig:[faction=key]Du baust hier eine schöne Stadt, aber wir denken, sie ist ein bisschen zu utopisch. Wir könnten helfen, sie wieder in die reale Welt zu holen. Wir denken, es wäre eine großartige Idee, die Geheimgesellschaft des Schlüssels zu bauen.[faction=hippies]Wir finden, es ist eine sehr schlechte Idee, diese wundervolle Kommune an die Geheimgesellschaft zu übergeben. Das würde all unsere Ideale verraten. Lass uns unsere Kontrolle über die Kommune sicherstellen, indem wir eine Kommunenhalle bauen.
hippiecommune.json/ChooseYourFaction.quickText|Baue entweder die Geheimgesellschaft des Schlüssels (verrät die Hippies) oder die Kommunenhalle.
hippiecommune.json/BuildFarmByProductProcessors.text|[faction=hippies]Danke! Wir haben jetzt sichergestellt, dass die Geheimgesellschaft des Schlüssels die Kontrolle über diese Stadt nicht übernehmen kann, selbst wenn sie sich hier ansiedelt. Im Moment sammeln wir Holz, indem wir Bäume in Plantagen fällen. Wir haben einen besseren Weg gefunden. Lass uns drei Nebenproduktprozessoren bauen.
hippiecommune.json/BuildFarmByProductProcessors.quickText|Baue drei Nebenproduktprozessoren.
hippiecommune.json/SuperSpaciousLiving.text|[faction=hippies]Diese Kommune könnte noch mehr Menschen willkommen heißen. Lass uns „Gesellschaftliches Leben“ im Forschungszentrum für Wohnen erforschen.
hippiecommune.json/SuperSpaciousLiving.quickText|Erforsche „Gesellschaftliches Leben“ im Forschungszentrum für Wohnen.
hippiecommune.json/BuildFestivalHQ.text|[faction=hippies]Wir finden, die Menschen sollten öfter zusammenkommen. Lass uns ein Festival-Hauptquartier bauen, um dies zu erreichen.
hippiecommune.json/BuildFestivalHQ.quickText|Baue das Festival-Hauptquartier.
hippiecommune.json/OrganizeAFestival.text|[faction=hippies]Lass uns jetzt ein Festival im neuen Festival-Hauptquartier organisieren!
hippiecommune.json/OrganizeAFestival.quickText|Organisiere ein Festival.
hippiecommune.json/Win.title|Szenario abgeschlossen!
hippiecommune.json/Win.text|Wir möchten dir danken, dass du eine wunderschöne Kommune gebaut hast, in der wir Hippies uns wohlfühlen! Natürlich kannst du sie weiter verschönern.
hippiecommune.json/UpscaleRestaurants.text|[faction=key]Wir freuen uns, dass du dich entschieden hast, die richtige Wahl zu treffen und uns die Kontrolle über diese Stadt zu geben. Wir haben bereits einige der unpraktischen Hippie-Politiken rückgängig gemacht. Auch unsere Herrlichkeit wird nun wichtig für das Glück in dieser Stadt.\nJetzt möchten wir uns zurücklehnen und etwas richtigen Luxus genießen. Baue drei gehobene Restaurants für uns.
hippiecommune.json/UpscaleRestaurants.quickText|Baue drei gehobene Restaurants.
hippiecommune.json/CompleteSecretSocietyTasks.text|[faction=key]Jetzt haben wir einige Missionen, um diese Stadt zu einer richtigen Schlüsselbasis zu machen. Es ist eine Ehre für dich, sie zu erfüllen.
hippiecommune.json/CompleteSecretSocietyTasks.quickText|Erfülle alle Missionen der Geheimgesellschaft des Schlüssels.
hippiecommune.json/KeyGlory.text|[faction=key]Wir schätzen es, dass du die Maschine gebaut hast. [c]Wir freuen uns, dass der Schlüssel in dieser Stadt glorreich ist.[/][u]Jetzt lass uns diese Stadt so glorreich machen, wie sie nur sein kann, damit wir für immer stilvoll leben können. Verbessere die Herrlichkeit des Schlüssels auf 100.[/]
hippiecommune.json/KeyGlory.quickText|Verbessere die Herrlichkeit des Schlüssels auf 100.
hippiecommune.json/WinKey.title|Szenario abgeschlossen!
hippiecommune.json/WinKey.text|[faction=key]Wir möchten dir danken, dass du eine glorreiche Stadt gebaut hast. Es war eine hervorragende Idee, uns die Kontrolle darüber zu überlassen. Du kannst jetzt ein Haus für die Freunde des Schlüssels bauen, die für immer leben werden, genau wie wir.
|
buildinginfo.json/HippieSchool.name|Blumenschule
buildinginfo.json/HippieSchool.description|Bildet Kinder aus und erzeugt etwas Naturunterhaltung.
alien_ruins_description_1a_h|Deine Entdecker haben einige seltsame Wurzeln gefunden. Sie studierten ihre komplexen Muster und gewannen 20 Wissen.
buildinginfo.json/VolunteersCenter.name|Freiwilligenzentrum
buildinginfo.json/VolunteersCenter.description|Freiwillige helfen beim Holzhacken, Minenarbeiten, Landwirtschaft oder Wissenssammeln, je nachdem, worauf sie Lust haben. Sie sind oft sehr motiviert und arbeiten daher möglicherweise schneller.
volunteers_center_explain_extra|Freiwillige können bei Felsen, Felsenteleportern, Baumplantagen, Ökofarmen, Parks und botanischen Gärten arbeiten.
food_gathered|[0] Nahrung gesammelt
buildingUpgradesInfo.json/BetterVolunteersTools.name|Werkzeuge von hoher Qualität
buildingUpgradesInfo.json/BetterVolunteersTools.description|Verbessere die Geschwindigkeit beim Minenarbeiten und Holzhacken um 20 %.
buildingUpgradesInfo.json/EcoFarmNormal.name|Fokus auf Nahrungsproduktion
buildingUpgradesInfo.json/EcoFarmNormal.description|Produziere die normale Menge an Nahrung.
buildingUpgradesInfo.json/EcoFarmPruning.name|Produziere Nahrung und etwas Holz
buildingUpgradesInfo.json/EcoFarmPruning.description|Produziere etwas weniger Nahrung, aber auch eine kleine Menge Holz durch das Beschneiden des Baumes.
buildingUpgradesInfo.json/CozyFlowers.name|Gemütliche Blumen
buildingUpgradesInfo.json/CozyFlowers.description|Verbessert die Wohnqualität um 10.
buildingUpgradesInfo.json/MoodLighting.name|Stimmungsbeleuchtung
buildingUpgradesInfo.json/MoodLighting.description|Verbessert die Wohnqualität um 20.
cityUpgradesInfo.json/CozyLiving.name|Gemütliches Leben
cityUpgradesInfo.json/CozyLiving.description|Verbessert die Wohnqualität aller gemütlichen Häuser um 10 und schaltet ein neues Upgrade für sie frei.
buildinginfo.json/CozyHouse.name|Gemütliches Haus
buildinginfo.json/CozyHouse.description|Ein einfaches Steinhaus mit gemütlichem Innenraum.
buildinginfo.json/CommuneHall.name|Kommunenhalle
buildinginfo.json/CommuneHall.description|Ein Ort, an dem sich die Leute treffen, essen und über Angelegenheiten der Kommune diskutieren. Bietet Kneipenunterhaltung und generiert Wissen.
food_consumed_knowledge_generated|[0] Wissen generiert und [1] Nahrung konsumiert.
buildingUpgradesInfo.json/FreeThinkers.name|Freidenker
buildingUpgradesInfo.json/FreeThinkers.description|Erzeugen Wissen.
buildingUpgradesInfo.json/WellFedThinkers.name|Gut ernährte Denker
buildingUpgradesInfo.json/WellFedThinkers.description|Erzeugen mehr Wissen und konsumieren etwas Nahrung.
|
pioneershut_hippieSchoolRedesign.name|Neugestaltung der Hippieschule
pioneershut_hippieSchoolRedesign.description|Der Bau von Blumenschulen kostet 10 weniger Holz.
pioneershut_communalHousing.name|Kommunales Wohnen
pioneershut_communalHousing.description|Individuelle Häuser mit mindestens fünf Bewohnern kosten 10 % weniger beim Bau.
|
faction_hippies|Blumenhippies
faction_key|Geheimgesellschaft des Schlüssels
|
hippies_betrayed|Du hast uns für die Geheimgesellschaft des Schlüssels verraten. Wir werden dir niemals vergeben, auch nicht für eine Million Nahrung!
hippies_bribe_betrayed|Besteche die Hippies
hippies_bribe_betrayed_explain|Ermöglicht dir den Bau des Festival-Hauptquartiers, das Erforschen des „Gesellschaftliches Wohnen“, die Nutzung der Politik „Eins mit der Natur“ und den Bau des Hippie-Hauptquartiers in verbundenen Städten.
hippie_betrayed_try_enable_onewithnature|Du hast die Hippies verraten, deshalb kannst du nicht eins mit der Natur sein! Vielleicht kannst du die Hippies in ihrem Hauptquartier bestechen.
cant_build_rocket|Du kannst gerade keine Rakete bauen.
|
feather_result_begin|Der Federallianz ist von ihrer Reise zurückgekehrt!
feather_result_secondary|Sie haben einige neue Pflanzen für deinen außerirdischen Zoo gefunden.
feather_result_tertiary|Sie haben es genossen, einige farbenfrohe Planeten zu besuchen. Das hat sie dazu inspiriert, deine schwebenden Plattformen in neuen Farben zu bemalen.
feather_result_none|Es hat ihnen sehr gefallen, noch mehr vom Universum zu sehen.
feather_result_statue|Sie haben eine Statue entworfen, um all ihre Reisen durch das Universum zu feiern.
buildinginfo.json/StatueOfTheFeather.name|Statue der Federallianz
buildinginfo.json/StatueOfTheFeather.description|Die Federallianz hat diese Statue entworfen, um all ihre Reisen durch das Universum zu feiern! 
|
subscribe_youtube|Abonniere mich auf YouTube und erhalte lustige Videos und die neuesten Nachrichten zu meinen Spielen!
|
education|Bildung
children|Kinder
adults|Erwachsene
education_children_and_adults|[0] Erwachsene und [1] Kinder
|
boosted_by_one_lab|Unterstützt durch ein Labor.
boosted_by_n_labs|Unterstützt durch [0] Labore.
boosted_by_one_alien_house|Unterstützt durch ein Alienhaus.
boosted_by_n_alien_houses|Unterstützt durch [0] Alienhäuser.
boosted_by_one_experimentation_lab|Verstärkt durch ein Experimentierlabor.
boosted_by_n_experimentation_labs|Verstärkt durch [0] Experimentierlabore.
boosted_by_one_machine_parts_factory|Verstärkt durch eine Maschinenteilefabrik.
boosted_by_n_machine_parts_factories|Verstärkt durch [0] Maschinenteilefabriken.
connected_to_rock_teleporter|Felsenteleporter verwendet.
not_connected_to_rock_teleporter|Kein Felsenteleporter verwendet.
|
spread_color_to_connected_buildings|Farbe auf verbundene Gebäude ausbreiten.
spread_color_to_connected_floating_platforms|Farbe auf verbundene schwebende Plattformen ausbreiten.
randomize_all|Alle zufällig auswählen
tuned_by_hackers|Diese Spielhalle wurde von den Hackern von Bolt optimiert.
get_premium_for_more_scenarios|Hol dir Premium für mehr Szenarien!
rocket_unlock_nearspacespeedboost|Deine Navigatoren haben an ihren Karten gearbeitet, sodass zukünftige Missionen in den nahen Weltraum etwas schneller und mit weniger Treibstoff durchgeführt werden können.
rocket_unlock_distantspacespeedboost|Deine Navigatoren haben ihre Karten verbessert, sodass zukünftige Missionen in den fernen Weltraum etwas schneller und mit weniger Treibstoff durchgeführt werden können.
rocket_navigator_gain_knowledge|Deine Navigatoren haben ihr Verständnis des Weltraums verbessert, sodass du [0] Wissen gewonnen hast.
|
stories.json/FreePlayNanoWorld.name|Freies Spiel – Nano-Welt
stories.json/FreePlayNanoWorld.description|Kannst du auf dieser extrem kleinen Welt eine blühende Stadt erschaffen?
alien_ruins_find_4f|Außerirdische Füllhorn
alien_ruins_description_4f|Deine Entdecker haben ein außerirdisches Füllhorn gefunden, das mit einer Wand verschmolzen ist. Es quillt über vor schnell wachsenden Pflanzen mit saftigen Beeren. Es scheint unmöglich, diese Pflanzen außerhalb des Füllhorns anzubauen, aber ein Entdecker kann jeden Tag etwas Nahrung, Holz und Wissen daraus gewinnen.
cornocopia_retrieved_times|Das Füllhorn wurde [0] Mal geerntet und lieferte insgesamt [1] Nahrung, [2] Holz und [3] Wissen.
stories.json/RocketExploreRockLandNano.name|Nano-Felsenwelt
stories.json/RocketExploreStrangeForestsNano.name|Nano-Waldwelten
stories.json/RocketExploreFeather.name|Nano-Brückenwelten
|
buildinginfo.json/HauntedHovel.description|Dieses Haus ist heimgesucht und verkürzt die Lebensdauer Ihrer Bürger.
buildingUpgradesInfo.json/ParanormalKnowledge.name|Paranormales Wissen
buildingUpgradesInfo.json/ParanormalKnowledge.description|Die Bewohner erhalten zusätzliche Bildung. Verbessert die Wohnqualität um 15. Da jede Spukhütte auf etwas andere Weise heimgesucht ist, fallen die Wissenskosten pro Gebäude an.
cityUpgradesInfo.json/HorrorGamesTraining.name|Horror-Spiele-Training
cityUpgradesInfo.json/HorrorGamesTraining.description|Verbessert die Wohnqualität aller Spukhütten um 15.
buildingUpgradesInfo.json/HauntedHovelUpgrade.name|Geisterdetektor
buildingUpgradesInfo.json/HauntedHovelUpgrade.description|Verbessert die Wohnqualität um 20.
cityUpgradesInfo.json/EcoFarmUpgrade2.name|Intelligente Bodenanalyse
cityUpgradesInfo.json/EcoFarmUpgrade2.description|Ökologische Farmen produzieren mehr Nahrung und bauen Getreide etwas schneller an.
|
graphene_production|Graphenproduktion:
materials_produced_consumed|[0] produziert und [1] verwendet
materials_produced|[0] produziert
|
secret_code_acquire_new|Tritt meinem Discord bei, um über dieses und meine anderen Spiele zu sprechen! Außerdem findest du geheime Codes im Kanal #faq.
cityUpgradesInfo.json/BuildingRecycling3.namefinish|Gebäude-Recycling
cityUpgradesInfo.json/BuildingRecycling3.descriptionfinish|Wenn du ein Gebäude zerstörst, erhältst du 90% seiner Kosten zurück.

premium_notifier_1|Ich hoffe, dir gefällt The Final Earth 2! Willst du noch mehr?
premium_notifier_2|Erkunde neue Welten mit der Rakete!
premium_notifier_3|Baue Züge, schwebende Plattformen und überdachte Landeplätze!
premium_notifier_4|Entdecke mehr Gebäude und Missionen!
premium_notifier_5|Schalte den Sandbox-Modus für unbegrenzte Ressourcen frei!
premium_advantage_8|Neue Story- und Freispiel-Szenarien
premium_notifier_header|Schau dir die erweiterte Version an!
not_right_now|Nicht jetzt
